id;siteId;assessmentCriteriaId;logDate;oldScore;newScore;oldRecommendationDescription;newRecommendationDescription;oldRecommendationStatusId;newRecommendationStatusId;oldNotes;newNotes;createDate;createdBy;updateDate;updatedBy
1002;84;49;10:38.8;1;1;LAN / Wireless infra assessment;LAN / Wireless infra assessment;2;3;No supported wireless inventory was found - at least one unsupported legacy WAP was found;Project Shakti P-782212 is addressing a lot of the sites wireless issues and will install local controllers.No supported wireless inventory was found - at least one unsupported legacy WAP was found;30:05.8;;30:05.8;CHRIS SOUTHERN
1003;9;44;58:31.0;3;1;;Backup internet circuit is inappropriate. Migrate to SD WAN.;6;3;;SD WAN project should take care of both issues;;;;
1004;112;36;37:53.1;3;3;;;6;6;information is more than three years old and is possibly outdated;;18:06.0;;18:06.0;FABIO FERKET
1005;112;38;38:05.2;3;3;;;6;6;information is more than three years old and is possibly outdated;;15:43.7;;16:01.2;FABIO FERKET
1006;112;24;39:18.0;3;3;;;6;6;information is more than three years old and is possibly outdated;Fire detection present, automatic door closer on door present;19:03.6;;19:03.6;FABIO FERKET
1007;58;47;38:25.8;2;2;lifecycle;Life cycle, increase hardware redundancy on admin and replace plant core with L3 device;3;3;Redundancy found in the LAN but core switches are approaching EOL status;Redundancy found in the LAN but core switches are approaching EOL status;39:06.0;;41:52.1;CHRIS SOUTHERN
1008;58;47;38:38.3;2;2;Life cycle, increase hardware redundancy on admin and replace plant core with L3 device;Life cycle, increase hardware redundancy on admin and replace plant core with L3 device;3;2;Redundancy found in the LAN but core switches are approaching EOL status;Redundancy found in the LAN but core switches are approaching EOL status;39:06.0;;38:25.8;ALEX_ABREU@CRGL-THIRDPARTY.COM
1009;58;49;44:52.9;2;2;;Deploy local controllers and WAPs;2;3;two out of three WAPs not WIFI6 capable;SAP Project P-782212 is deploying updated wireless;43:01.5;;43:01.5;CHRIS SOUTHERN
1010;58;50;45:43.6;2;3;;;2;6;No WIFI assessment documentation can be found, two WAPs approaching EOL.;SAP Project P-782212 reviewed wireless survey.;43:37.9;;43:37.9;CHRIS SOUTHERN
1011;84;50;11:38.9;1;1;;Deploy local controllers;2;3;No supported wireless inventory was found - at least one unsupported legacy WAP was found;Project Shakti to install updated standard.No supported wireless inventory was found - at least one unsupported legacy WAP was found;30:16.2;;30:16.2;CHRIS SOUTHERN
1012;136;46;03:17.1;2;3;;;3;6;Vast number of switches reaching end of life. Procurement from Life Cycle has been initiated and these will be changed.;Life cycle has replaced quite a number of devices.;45:26.4;;45:26.4;ALEX_ABREU@CRGL-THIRDPARTY.COM
1013;136;47;04:11.3;2;2;A few switches are single fibre/copper cable connected. Dual connect switches to the admin core.;A few switches are single fibre/copper cable connected. Dual connect switches to the admin core. Hardware redundancy on the admin, privilege and plant networks are recommended.;2;2;;;51:19.3;;51:19.3;ALEX_ABREU@CRGL-THIRDPARTY.COM
1014;88;22;52:57.7;1;2;entrance door has a few small glass windows. this might cause that minimum 60 minutes fire resistance cannot be established. investigate whether CR is F60 as a whole;entrance door has a few small glass windows. this might cause that minimum 60 minutes fire resistance cannot be established. investigate whether CR is F60 as a whole;2;2;;;00:42.9;;00:42.9;FABIO FERKET
1015;88;22;53:33.0;2;3;entrance door has a few small glass windows. this might cause that minimum 60 minutes fire resistance cannot be established. investigate whether CR is F60 as a whole;;2;6;;;00:42.9;;52:57.7;FABIO_FERKET@CRGL-THIRDPARTY.COM
1016;9;47;56:07.9;2;1;Infra project to cover fibre infra improvement;Infra project to cover fibre infra improvement, replace non-standard, end of life hardware and provide required redundancy.;2;2;Many L2 switches do not have dual fibre uplinks, creating multiple SPoF possibilities;Site is part of critical site assessment but at time of tech debt assessment BU had identified it as Tier 2, so now changing scores to reflect Tier 1.Many L2 switches do not have dual fibre uplinks, creating multiple SPoF possibilities;;;22:35.4;CHRIS_SOUTHERN@CRGL-THIRDPARTY.COM
1017;9;46;57:00.0;3;1;;Infra project to cover fibre infra improvement, replace non-standard, end of life hardware and provide required redundancy.;6;6;LAN devices are generally compliant following P-1096408;Site is now Tier 1 as categorised as critical site.LAN devices are generally compliant following P-1096408;;;21:43.4;CHRIS_SOUTHERN@CRGL-THIRDPARTY.COM
1018;25;49;57:32.9;2;2;;Life cycle wireless devices;2;2;WLC are EOL, two WAPs are EOL.;WLC are approaching EOL status, two WAPs are also EOL.;;;13:49.6;CHRIS_SOUTHERN@CRGL-THIRDPARTY.COM
1019;29;50;51:35.9;2;2;;;2;2;Consider lifecycle of wireless devices to meet tier one standards;Consider lifecycle of wireless devices to meet tier one standards;;;;
1020;123;44;59:34.8;3;3;;;6;6;No WAN Capacity concerns;No WAN Capacity concerns as of June 2022;39:25.0;;39:25.0;CHRIS SOUTHERN
1021;60;49;33:09.7;2;2;WIFI Assessment;WIFI Assessment;2;2;Only one infra supported WAP was found in the inventory, this WAP is approaching EOL and does not support WIFI 6;Only one infra supported WAP was found in the inventory, this WAP is approaching EOL and does not support WIFI 6. This wireless device is due to be life cycled FY21-22-Q4 but hardware deliveries issues is likely to be delaying this.;10:45.2;;10:45.2;CHRIS SOUTHERN
1022;9;45;59:57.5;3;1;;Replace legacy Cisco solution with SD WAN. Backup circuit does not have necessary bandwidth in case of failure, so recommend procuring new one.;6;3;;SD WAN project to take care.;;;;
1023;121;47;05:06.0;3;2;;Admin L2 lacks hardware redundancy;6;2;Admin switches are NOT power over ethernet so in future if telephony is deployed we may require to replace them or have the telephones have their own power supply.;Consider replacing existing admin LAN switches with stacked POE switches.;17:55.5;;17:55.5;ALEX ABREU
1024;121;50;13:35.1;1;1;BU to clarify whether there is a need for wireless or not.;BU to review the admin wireless (Stuart Cook advised this is needed and not in scope of Shakti).;2;2;;Project Shakti P-782212 is in the process of adding WAPs to control rooms where SAP is required.;55:01.2;;55:01.2;ALEX ABREU
1025;18;45;34:39.7;2;2;;;2;2;No cross connect available for routers due to core switch capacity;Standard SDWAN solution is deployed, with full hardware HA.  WAN diversity between circuits and providers in unknown.;;;;
1026;18;49;36:27.6;2;3;P-844101 - CQN North Sea - Network LAN & Wireless redesign project should address hardware compliance issue. This is not a definite remark by the way. It is the information known at this time.;;2;6;mixture of devices and some areas without coverage; P-829506 - CQN North Sea - Wireless coverage improvement Florø small work installed compliant devices in the Quay but this is just one area of a large location so hence score stays the same.;Wireless devices are fully compliant;;;54:24.7;ALEX ABREU
1027;18;50;37:42.4;1;2;full wireless assessment and redesign P-844101 - CQN North Sea - Network LAN & Wireless redesign project should address these standard issues. This does need to be tracked so scope is not changed.;Consider adding switches to create L2 stack where critical WAPs are deployed;2;2;Existing wireless design has multiple black spots and servcie issues as per Computex's feedback; P-829506 - CQN North Sea - Wireless coverage improvement Florø small work for the Quay was deployed to standard but everything else still stands for the remainder of the site.;Design is fully standard and with full WLC HA.  Some WAPs are connected to single L2 switch which may present some risk.;;;56:29.1;ALEX ABREU
1028;130;51;46:44.0;3;2;;Plant L3 core switches are not standard models for critical/tier 1 sites so needs to be replaced;6;2;Standard plant segmentation solution is deployed with fully compliant, redundant hardware.;Appropriate hardware model needed for critical site/tier 1;51:03.7;;51:03.7;CHRIS_SOUTHERN@CRGL-THIRDPARTY.COM
1029;130;52;48:27.4;3;2;;Plant L2 hardware single point of failures exist. Required to have hardware redundancy at critical/tier 1 sites.;6;2;Standard plant segmentation solution is deployed with fully compliant, redundant hardware.;Hardware redundancy is need for critical site;51:21.1;;51:21.1;CHRIS_SOUTHERN@CRGL-THIRDPARTY.COM
1030;55;44;14:36.1;3;3;;;6;6;;;14:30.8;;14:30.8;ALEX_ABREU@CRGL-THIRDPARTY.COM
1031;36;45;28:16.0;3;2;;;6;6;Standard SDWAN solution is deployed with full HA;Standard SDWAN solution is deployed with full HA. However, WAN diversity is unknown;;;04:02.7;CHRIS_SOUTHERN@CRGL-THIRDPARTY.COM
1032;1;46;31:38.0;2;3;LC activities are planned ;;2;6;P-610105 - infra improvements project in proposal;Hardware is within LC;;;;
1033;1;47;32:45.1;2;2;;;2;2;Some non standard LAN topology and unmanaged switches;Non standard switches have been removed but there is still fibre single point of failures;;;;
1034;60;50;34:11.6;1;1;WIFI Assessment;WIFI Assessment;2;2;Unknown, only one infra supported WAP was found in the inventory;SAP Project P-782212 took care of SAP requirements only. Large parts and admin were not assessed.;11:00.3;;11:00.3;CHRIS SOUTHERN
1035;85;46;23:46.4;2;2;;;2;3;Some LAN devices approaching end of support status - will be in life cycle scope next FY;Some LAN devices approaching end of support status - will be in life cycle scope next FY;40:33.2;;40:33.2;CHRIS SOUTHERN
1036;85;47;24:32.1;2;2;;Admin L2 hardware redundancy recommended.;2;2;LAN is designed with some redundancy, most L2 switches have redundant links;LAN is designed with some redundancy, most L2 switches have redundant links;41:46.5;;41:46.5;CHRIS SOUTHERN
1037;85;51;30:27.9;3;2;;Life cycle plant core switches;2;3;plant segmentation is deployed;L3 plant switch replacement is currently in procurement stages. Firewall recently life cycled.;42:37.9;;42:37.9;CHRIS SOUTHERN
1038;85;50;33:47.3;2;2;wireless assessment could be proposed depending on business criticality of the wireless service;wireless assessment could be proposed depending on business criticality of the wireless service;2;2;wireless devices are deployed without having a wireless survey;SAP project will deploy new WAPs that will connect centrally, which is standard for a tier 2 site. However, this project likely not cover the admin wireless needs.wireless devices are deployed without having a wireless survey;47:30.5;;47:30.5;CHRIS SOUTHERN
1039;110;50;35:58.0;3;1;;Deploy local WLC to meet tier 1 standards;6;3;Standard flex connect solution is deployed and fully supported;Project Shakti will delivery this solution plus multiple new WAPs;49:17.4;;49:17.4;CHRIS SOUTHERN
1040;57;46;32:35.9;2;3;LAN Assessment and design recommendations;;2;6;Many switches have been life cycled but EOL and unsupported switches exists in plant LAN;Hardware being used in admin & privilege is standard;33:18.5;;33:18.5;CHRIS SOUTHERN
1041;57;47;34:41.6;2;2;Deploy plant core switches;Remove admin hardware single point of failures by providing hardware redundancy through switch stacks. Single switch currently has one fibre single point of failure so install another fibre;2;2;the LAN appears to have appropriate redundancy, however there no core switch in the PLANT LAN segment.;Switches have been life cycled but it is recommended to have hardware redundancy.;34:15.7;;34:15.7;CHRIS SOUTHERN
1042;57;52;38:28.3;3;2;;Recommended to increase plant L2 hardware redundancy as many single point of failures exist.;2;2;Standard plant segmentation solution is deployed;Standard firewall and LAN design exist but just lacking L2 hardware redundancy;34:53.9;;34:53.9;CHRIS SOUTHERN
1043;9;46;01:22.1;1;2;Infra project to cover fibre infra improvement, replace non-standard, end of life hardware and provide required redundancy.;Life cycle end of life switches;6;2;Site is now Tier 1 as categorised as critical site.LAN devices are generally compliant following P-1096408;LAN devices are generally compliant following P-1096408;;;57:00.0;ALEX_ABREU@CRGL-THIRDPARTY.COM
1044;9;47;02:15.5;1;2;Infra project to cover fibre infra improvement, replace non-standard, end of life hardware and provide required redundancy.;Some switches need to be life cycled;2;2;Site is part of critical site assessment but at time of tech debt assessment BU had identified it as Tier 2, so now changing scores to reflect Tier 1.Many L2 switches do not have dual fibre uplinks, creating multiple SPoF possibilities;Site is part of critical site assessment but at time of tech debt assessment BU had identified it as Tier 2, so now changing scores to reflect Tier 1.Many L2 switches do not have dual fibre uplinks, creating multiple SPoF possibilities;;;56:07.9;ALEX_ABREU@CRGL-THIRDPARTY.COM
1045;30;45;38:10.5;3;2;;SDWAN will replace legacy routers;6;3;;Standard legacy Cisco routers with full HA;;;;
1046;13;50;19:14.4;1;1;Replace EOL devices and make topology standard;Replace EOL devices and make topology standard for critical site;2;2;See above;See above;;;;
1047;136;49;14:35.8;2;3;Replace 2602 access point.;;3;6;Life cycle are replacing this access point.Unsupported access point was removed by P-904618 Small Work. This project also expanded the wireless signal coverage in the Storage, Production and Faciliair buildings.;Project P-904618 - This project also expanded the wireless signal coverage in the Storage, Production and Faciliair buildings. Assumption all areas are ok.;14:28.8;;51:03.6;ALEX_ABREU@CRGL-THIRDPARTY.COM
1048;137;47;27:19.5;2;2;DMZ/privilege switch should be dual connected to the core switches;DMZ/privilege switch should be dual connected to the core switches, admin, privilege & plant is recommended to have hardware redundancy.;2;2;;;16:29.6;;16:29.6;ALEX_ABREU@CRGL-THIRDPARTY.COM
1049;98;49;55:11.9;2;2;Lifecycle end of support WAPs;Lifecycle end of support WAP;2;2;Six WAPs found in the inventory, most of approaching end of support status;One WAP still end of lifeSix WAPs found in the inventory, most of approaching end of support status;11:30.2;;11:30.2;CHRIS SOUTHERN
1050;98;50;56:30.8;3;2;;Carry out wireless assessment. Potentially deploy local wireless controllers;6;2;Six WAPs found in the inventory, all fully managed using the standard remote flex controller solution.;Six WAPs found in the inventory, all fully managed using the standard remote flex controller solution.;12:00.8;;12:00.8;CHRIS SOUTHERN
1051;120;51;09:41.1;2;3;Replace firewalls as they will reach end of life in June 2022. Life cycle has it in their plans to replace both firewalls.;;3;6;The reason I have scored this as a two is because until the firewalls are replaced by life cycle it should be know that this is required to be done.;Firewalls recently replaced via life cycle;17:37.9;;17:37.9;ALEX ABREU
1052;110;46;22:51.8;2;3;Consider life cycle in the next FY;;2;6;LAN devices are supported but some of them are approaching EOL vendor status;Life cycle has taken care of end of life hardware;45:09.5;;45:09.5;CHRIS SOUTHERN
1053;110;47;24:01.2;1;1;;Remove daisy chains, hardware redundancy needed, fibre redundancy needed;2;2;There are daisy chains and single points of failure in the LAN design;Project Shakti will remove some of these paint points, but not all.There are daisy chains and single points of failure in the LAN design;45:29.3;;45:29.3;CHRIS SOUTHERN
1054;110;51;27:21.1;1;2;;Replace plant core with Cargill recommended hardware for Tier 1.;2;2;No security devices found in the inventory;Redundant firewall and plant core switches exist. However, plant core is not approved model for tier 1.;46:00.2;;46:00.2;CHRIS SOUTHERN
1055;110;44;29:59.2;1;3;WAN infra will be replaced by SDWAN migration program;;3;6;There is frequent high utilisation during the business day, network performance may be impacted due to lack of WAN capacity.;Since SD WAN upgrade there doesn't appear to be any capacity issues.;05:38.6;;07:57.9;CHRIS_SOUTHERN@CRGL-THIRDPARTY.COM
1056;110;43;32:30.2;2;2;WAN infra will be replaced by SDWAN migration program;Review design as it does not meet Tier 1 standards;2;2;Cisco router is approaching vendor end of life status;Router procured as part of SD WAN is appropriate for the circuits delivered but if circuits standards for Tier 1 was delivered we would need to revisit and likely need to replace hardware for MPLS/x2 ISPs;07:33.0;;07:33.0;CHRIS SOUTHERN
1057;110;45;33:53.5;1;1;WAN infra will be replaced by SDWAN migration program;Site is lacking MPLS circuit to meet tier 1 standards;2;2;WAN infra has appropriate redundancy, but the capacity is insufficient.  Also there is a non standard network behind this location connecting to other smaller sites;Review whether Ghana can actually provide MPLS but according to standards for Tier 1 Tema is not currently meeting those standards.;08:48.9;;08:53.7;CHRIS_SOUTHERN@CRGL-THIRDPARTY.COM
1058;29;51;50:36.4;3;3;;;6;6;Plant segmentation standard is deployed;Plant segmentation standard is deployed.;;;;
1059;29;52;50:52.6;3;3;;;6;6; ;No concerns currently;;;;
1060;136;50;15:33.1;2;3;Replace and move existing zaandamaurora21-wap to new wireless LAN controller;;3;6;Existing WAPs have been moved to the new controller via P-904618 small work. New areas have had WAPs installed. Lifecycle currently planning to replace existing zaandamaurora21-wap that remains on the old wireless LAN controller.;Existing WAPs have been moved to the new controller via P-904618 small work. New areas have had WAPs installed. Lifecycle currently planning to replace existing zaandamaurora21-wap that remains on the old wireless LAN controller.;17:01.9;;53:25.3;ALEX_ABREU@CRGL-THIRDPARTY.COM
1061;18;46;13:13.7;1;3;Full LAN assessment and redesign;;2;6;Many single point of failure exist in core switch and cabling infra, and lack of fibre port capacity on admin core prevents further redundancy;LAN devices are fully compliant and supported;;;04:12.1;CHRIS SOUTHERN
1062;18;47;13:39.3;1;3;Full LAN and cabling redesign required to improve redundancy;;2;6;Single points of failure and daisy chaining found.  Daisy chains on 32 devices with single fibre down links. 42 switches that are single point of failures.;LAN design is fully redundant and compliant;;;06:31.4;CHRIS SOUTHERN
1063;18;51;15:15.6;3;3;Install more fibre;;6;6;Standard FW solution deployed;Plant network devices, firewalls and switches, are all compliant and fully supported.;;;;
1064;18;52;16:38.7;2;3;;;2;6;No cross connect available for plant FWs;Standard plant segmentation solution deployed, full HA in plant LAN.;;;;
1065;18;44;17:35.3;3;3;;;6;6;Utilisation is well below threshold as at Oct 2019, same assessment as at Oct 2021. CS;WAN capacity usage is well below thresholds and a failure on one circuit would not be expected to cause service impact.;;;35:47.1;CHRIS_SOUTHERN@CRGL-THIRDPARTY.COM
1066;18;43;18:17.8;3;3;;;6;6;Recent WAN migrations completed July 2019;Standard, current SDWAN devices are deployed with appropriate capacity for tier 1 site;;;;
1067;130;45;50:57.9;2;2;Upgrade 20mb DIA circuit;Upgrade 20mb DIA circuit. Critical/tier 1 sites should have MPLS and two ISP connections;2;2;Standard SDWAN solution are deployed but risk of failure on the larger circuit could cause performance issues;Review whether site should have appropriate circuit redundancy and MPLS. As it is Ivory Coast there is reason why this was not deployed.Standard SDWAN solution are deployed but risk of failure on the larger circuit could cause performance issues;16:16.9;;35:31.3;CHRIS_SOUTHERN@CRGL-THIRDPARTY.COM
1068;130;50;52:37.6;2;2;;Deploy local WLC in HA mode;2;3;Wireless design has compliant, standard design with 10 WAPs.  might be worth to consider the benifits of a local WLC controller in the future;Project Shakti is in progress to increase WLC to HA mode.;59:42.9;;59:42.9;CHRIS_SOUTHERN@CRGL-THIRDPARTY.COM
1069;46;51;02:51.6;3;1;;Replace unmanaged/unsupported L2 plant switches, replace L3 plant core with a standard tier 1 appropriate model, provide necessary fibre and remove daisy chains;2;2;Standard plant segmentation solution;Firewalls are standard model;10:24.5;;10:24.5;Nadelin Georgiev
1070;46;52;03:22.4;3;1;;Replace unmanaged/unsupported L2 plant switches, replace L3 plant core with a standard tier 1 appropriate model, provide necessary fibre and remove daisy chains;2;2;;;12:00.7;;12:00.7;Nadelin Georgiev
1071;97;51;40:14.7;2;3;;;2;6;Plant segmentation is deployed, hardware is approaching end of support and will need to be planned for lifecycle;Hardware used is currently under support;31:43.4;;31:43.4;CHRIS SOUTHERN
1072;97;44;42:21.7;3;3;SDWAN program will replace current WAN infra;;3;6;WAN circuits were upgraded under P-511704;Capacity is good since SD WAN deployment;12:35.0;;52:49.0;CHRIS SOUTHERN
1073;97;43;42:48.9;2;3;SDWAN Program will replace WAN infra in 2021;;3;6;WAN routers are approaching end of support cycle;SD WAN hardware is standard and within life cycle;34:12.4;;34:12.4;CHRIS SOUTHERN
1074;19;51;38:40.2;3;3;;;6;6;Standard plant segmentation solution is deployed;Standard plant segmentation solution is deployed, with standard NW devices;;;59:02.5;CHRIS_SOUTHERN@CRGL-THIRDPARTY.COM
1075;98;47;42:23.2;3;1;;Admin, privilege and plant LAN to needs hardware redundancy. Admin LAN has switch with single uplink. Plant core is L2 and L3 is recommended.;6;2;LAN has appropriate redundancy network design;Site is Tier 1 and on the critical site assessment list.LAN has appropriate redundancy network design;49:50.5;;05:16.1;CHRIS SOUTHERN
1076;98;47;43:17.2;1;1;Admin, privilege and plant LAN to needs hardware redundancy. Admin LAN has switch with single uplink. Plant core is L2 and L3 is recommended.;Admin and privilege LAN to needs hardware redundancy. Admin LAN has switch with single uplink.;2;2;Site is Tier 1 and on the critical site assessment list.LAN has appropriate redundancy network design;Site is Tier 1 and on the critical site assessment list.LAN has appropriate redundancy network design;49:50.5;;42:23.2;ALEX_ABREU@CRGL-THIRDPARTY.COM
1077;98;52;46:33.4;2;1;replace unsupported switch;Plant core is L2 and L3 is recommended. Plant L2 requires hardware redundancy;2;2;Standard plant segmentation solution is deployed, with full redundancy.  However, one switch found in plant network to be unmanaged, 'supported locally'.;Site has multiple hardware single point of failure.Standard plant segmentation solution is deployed, with full redundancy.  However, one switch found in plant network to be unmanaged, 'supported locally'.;08:38.3;;08:38.3;CHRIS SOUTHERN
1078;98;45;48:05.4;3;2;;Install a second internet connection to meet Tier 1 standards;6;2;SDWAN standard design is deployed;Tier 1 site should have dual internet connections. Currently the site has MPLS and single internet.;51:53.4;;31:23.5;CHRIS_SOUTHERN@CRGL-THIRDPARTY.COM
1079;130;46;28:38.4;2;3;;;2;6;LAN devices are compliant but are approaching end of support status with the vendor;Yopougon has been identified as a critical site so going forward it is assumed that life cycle will be more aggressive. Therefore a number of C2960X switches will most likely come up for life cycling in the next 2-3 year.;49:20.3;;49:20.3;CHRIS_SOUTHERN@CRGL-THIRDPARTY.COM
1080;130;47;30:29.5;3;2;;Admin and plant are required to have hardware resilience for a critical site;6;2;LAN design is compliant after P-306208 Yopougon Extension;Yopougon has been identified as a critical site for Cargill so therefore the network should reflect that of a Tier 1. Tier 1 is required to have hardware redundancy so where single switches are found in the admin and plant they should be stacked.;49:52.3;;49:52.3;CHRIS_SOUTHERN@CRGL-THIRDPARTY.COM
1081;46;46;54:54.9;1;3;;;2;6;End of life, unmanaged L2 switches found 'rotterdam02-swt' and 'rotterdam03-swt';Admin network is using standard hardware;08:51.8;;10:23.0;CHRIS SOUTHERN
1082;9;51;12:06.5;1;1;Replace inappropriate hardware and remove/replace unmanaged devices;Replace inappropriate hardware and remove/replace unmanaged devices;6;2;Firewalls are ok;Firewalls are ok;;;11:45.0;ALEX_ABREU@CRGL-THIRDPARTY.COM
1083;98;51;19:24.7;3;1;;Replace plant L3 core with appropriate switch model;6;6;Standard plant segmentation solution is deployed with fully supported firewall models;Standard plant segmentation solution is deployed with fully supported firewall models;07:41.0;;07:41.0;CHRIS SOUTHERN
1084;49;51;18:34.2;3;2;;A number of L2 plant switches should be life cycled. C2960C and IE-3000 should be replaced.;2;2;Standard plant segmentation solution deployed;Standard plant segmentation solution deployed;47:31.6;;47:31.6;CHRIS SOUTHERN
1085;19;47;30:39.7;3;3;;;6;6;LAN design has full HA within core and L2 network;LAN design has full HA redundancy within admin core and L2 network;;;00:02.1;CHRIS_SOUTHERN@CRGL-THIRDPARTY.COM
1086;19;44;39:35.0;3;3;;;6;6;No known WAN capacity issues;No known WAN capacity issues currently;;;41:14.8;CHRIS_SOUTHERN@CRGL-THIRDPARTY.COM
1087;19;45;40:02.5;3;3;;;6;6;No concerns with fully supported SDWAN design;No concerns, fully supported SDWAN design.  Diversity unknown.;;;21:29.4;CHRIS_SOUTHERN@CRGL-THIRDPARTY.COM
1088;19;49;41:23.1;3;3;Lifecycle WAPs;;6;6;WLC and WAPs are life cycled to current supported models;WLC and WAPs are life cycled to current supported models;;;01:12.1;CHRIS_SOUTHERN@CRGL-THIRDPARTY.COM
1089;44;47;21:09.9;2;1;Replace non standard medReplace non standard media convia conv;Hardware single point of failures found in many places in admin, privilege and plant. Remove daisy chains.;2;2;Media converters found in the LAN;This is a tier 1 location lacking hardware redundancy as main issue.;16:26.1;;49:14.3;Nadelin Georgiev
1090;29;45;47:20.3;2;3;WAN infra review;;2;2;Standard SDWAN solution is deployed but failure on one device or one link could lead to network capacity issues;Standard SDWAN solution is deployed;;;23:59.7;CHRIS_SOUTHERN@CRGL-THIRDPARTY.COM
1091;29;44;48:07.3;1;3;WAN Infra review after SDWAN;;2;6;Frequents periods of high utilisation, failure of one link would cause significant performance issues.;No WAN capacity concerns (after MPLS soft upgrade in May 2022);;;29:26.4;CHRIS_SOUTHERN@CRGL-THIRDPARTY.COM
1092;29;47;49:23.4;3;2;;Redundant Core switches;6;2;Appropriate redundancy exists for plant and admin LANs;Single stacked switch, failure could cause service impact.Appropriate redundancy exists L2 LAN;;;19:46.7;CHRIS_SOUTHERN@CRGL-THIRDPARTY.COM
1093;29;49;51:25.9;2;2;;;2;2;Consider lifecycle of wireless devices to meet tier one standards, including non-standard wireless bridge solution to zoopole;Consider lifecycle of wireless devices to meet tier one standards, including non-standard wireless bridge solution to zoopole;;;31:11.0;CHRIS_SOUTHERN@CRGL-THIRDPARTY.COM
1094;129;44;28:56.6;3;1;;Review WAN design, possibly upgrade MPLS or add a secondary DIA circuit.;6;2;No concern with WAN capacity;There is a concern if the internet circuit fails, the MPLS will not have sufficient capacity to support the site demand.  14 June (INC000084326071) - example of such impact.;53:25.7;;53:25.7;CHRIS_SOUTHERN@CRGL-THIRDPARTY.COM
1095;99;43;57:40.9;2;3;SDWAN program will replace the WAN infra hardware;;2;6;Cisco routers are legacy devices are approaching end of support status;Standard SDWAN devices are deployed;05:36.4;;05:36.4;CHRIS SOUTHERN
1096;99;46;59:46.3;3;2;;Replace admin core switch stack with dual core stack;6;2;LAN devices are fully supported and compliant.  Some will be approaching end of support status soon.;Admin core switch is a single stack, and are approaching EOS status.  some LAN devices are 2960X which is approaching EOL status.;43:14.9;;43:14.9;CHRIS SOUTHERN
1097;99;46;01:21.0;2;2;Replace admin core switch stack with dual core stack;Replace admin core switch stack with dual core stack;2;2;Admin core switch is a single stack, and are approaching EOS status.  some LAN devices are 2960X which is approaching EOL status.;Admin core switch model is approaching EOS status.  some LAN devices are 2960X which is approaching EOL status.;43:14.9;;59:46.3;CHRIS_SOUTHERN@CRGL-THIRDPARTY.COM
1098;99;47;01:51.6;2;2;;Replace admin core with dual switches;2;2;LAN design is redundant but admin core switches are single stack only.;L2 LAN design is redundant but admin core switches are single stack only.;43:42.1;;00:58.6;CHRIS_SOUTHERN@CRGL-THIRDPARTY.COM
1099;99;51;02:40.9;2;3;Deploy standard supported guest wifi solution;;2;6;plant segmentation not required as full office location.  guest wifi service was not found in the inventory;Low Risk : Office only (no plant);42:29.6;;42:29.6;CHRIS SOUTHERN
1100;99;50;05:30.1;3;2;;Assess the requirement for local WLC's;6;2;Five fully managed WAPs found in the inventory, all using the standard remote flex controller solution;18 WAPs found in inventory, but no local WLC.  This could be a risk if the site loses WAN connectivty.;33:50.0;;33:50.0;CHRIS SOUTHERN
1101;30;49;06:23.9;2;2;;;2;2;Consider lifecycle of WIFI components next FY;Consider lifecycle of WIFI components next FY;;;;
1102;25;51;46:03.1;3;3;;;6;6;Standard Plant segmentation solution;Standard Plant segmentation solution;;;;
1103;122;49;50:40.6;3;3;;;2;2;;No wireless devices found in inventory;45:29.3;;45:29.3;ALEX ABREU
1104;122;50;50:58.3;2;3;Move the wireless access point to the new wireless LAN controller (FlexOS).;;2;6;;No wireless devices found in inventory;56:56.4;;56:56.4;ALEX ABREU
1105;44;50;28:29.2;2;2;;Add additional foreign wireless LAN controller for HA. Consider wireless survey for other parts of the site;2;2;;Recent wireless assessments have been focused on specific SAP needs. In my experience it is worth having a conversation regarding the rest such as admin use;16:38.1;;16:38.1;Nadelin Georgiev
1106;49;52;19:22.1;2;1;Deploy standard guest wifi solution;Plant L2 has multiple hardware single point of failure.;2;2;Standard guest wifi solution is not deployed;Tier 1 states hardware redundancy is required;50:13.9;;50:13.9;CHRIS SOUTHERN
1107;49;49;23:48.8;1;2;initiate wireless assessment;Life cycle older WAPs;3;3;WLC approaching EOL and will not support wifi6, unmanaged EOL WAP found (izegem002-wap - 10.149.118.25).Lifecycle have commenced replacement of WLCs.;WLC have been replace, life cycle of older models has commenced but still exist.EOL WAP found (izegem002-wap - 10.149.118.25).;54:07.6;;21:52.9;ALEX_ABREU@CRGL-THIRDPARTY.COM
1108;80;47;10:29.7;2;1;Dual fibre connect switches that are currently single fibre connected (for fibre redundancy).;Dual fibre connect switches that are currently single fibre connected (for fibre redundancy). Deploy standard L3 admin stack for critical site;2;2;Currently x5 switches are single connected.;Currently x5 switches are single connected.;19:34.6;;19:34.6;ALEX ABREU
1109;80;51;11:59.5;2;1;Upgrade OS to R80.30. Currently firewalls are running R77.30.;Replace plant core with appropriate switch model for critical site;3;3;P-845303 - GN-Upgrade Check Point Gateway Software - non-Perimeter (EMEA) - project has both firewalls to be upgraded to R80.30.;Existing plant core is L2 switch which is not recommended for critical site.;42:44.6;;42:44.6;ALEX ABREU
